0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.312784,0.420448
0.09328,0.038304
0.09328,0.038304
0.09328,0.038304
0.09328,0.038304
0.312784,0.420448
0.312784,0.420448
0.132208,0.09992
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.132208,0.09992
0.147024,0.099328
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.132208,0.09992
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.147024,0.099328
0.132208,0.09992
0.132208,0.09992
0.09328,0.038304
0.09328,0.038304
0.09328,0.038304
0.09328,0.038304
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.132208,0.09992
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.057552,0.024256
0.132208,0.09992
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
0.23192,0.297536
